"gene_symbol","n_diseases","mean_score","max_score","ensembl_id","entrez_id","uniprot_ids","protein_classes","diseases","total_pmids","mean_evidence","years_studied"
"CHRNB2",3,0.466666666666667,0.6,"ENSG00000160716",1141,"P17787; Q5SXY3","Ion channel","Schizophrenias; Childhood autism; Anxiety Disorder",3,0.916666666666667,"2004-2013"
"CNTN6",3,0.466666666666667,0.5,"ENSG00000134115",27255,"B4DGV0; Q9UQ52","Receptor","Bipolar Disorders; Schizophrenias; Childhood autism",6,1,"2011-2021"
"ADD3",1,0.45,0.45,"ENSG00000148700",120,"Q53FL4; Q9UEY8; Q5VU08; Q59EK1","Cellular structure","Bipolar Disorders",1,1,"2019-2019"
"AP3B2",1,0.45,0.45,"ENSG00000103723",8120,"Q13367; F5GYB0","Transporter","Childhood autism",1,1,"2021-2021"
"ATN1",1,0.45,0.45,"ENSG00000111676",1822,"Q86V38; P54259","","Schizophrenias",0,1,"NA-NA"
"CBLIF",2,0.45,0.5,"ENSG00000134812",2694,"P27352","","Bipolar Disorders; Schizophrenias",2,1,"2011-2015"
"CD47",1,0.45,0.45,"ENSG00000196776",961,"Q08722; A0A0A1TSG4","","Bipolar Disorders",1,1,"2019-2019"
"FERRY3",1,0.45,0.45,"ENSG00000047621",57102,"Q9NQ89","","Attention Deficit Disorder with Hyperactivity",1,1,"2015-2015"
"FNTB",1,0.45,0.45,"ENSG00000257365",2342,"P49356; A0A384MEJ5","Enzyme","Anxiety Disorder",0,1,"NA-NA"
"FZR1",1,0.45,0.45,"ENSG00000105325",51343,"Q9UM11","Enzyme modulator","Childhood autism",1,1,"2021-2021"
"GATA2",1,0.45,0.45,"ENSG00000179348",2624,"P23769","","Depression",0,1,"NA-NA"
"KAT6B",1,0.45,0.45,"ENSG00000156650",23522,"B2RWN8; Q8WYB5","Enzyme","Bipolar Disorders",0,1,"NA-NA"
"KDM4C",1,0.45,0.45,"ENSG00000107077; ENSG00000293552",23081,"Q9H3R0; B0QZ60","","Childhood autism",0,1,"NA-NA"
"KIF5C",1,0.45,0.45,"ENSG00000168280",3800,"O60282; Q59GB8","Cellular structure","Schizophrenias",0,1,"NA-NA"
"KLF12",1,0.45,0.45,"ENSG00000118922",11278,"Q8WWI3; Q9Y4X4","Nucleic acid binding","Schizophrenias",1,1,"2011-2011"
"LPP",1,0.45,0.45,"ENSG00000145012",4026,"Q93052; B7Z8W0; B7ZLW0","Enzyme modulator","Schizophrenias",2,1,"2011-2018"
"NFIB",1,0.45,0.45,"ENSG00000147862",4781,"A0A0A0MRX8; Q5VW28; O00712","Nucleic acid binding","Schizophrenias",0,1,"NA-NA"
"NUS1",1,0.45,0.45,"ENSG00000153989",116150,"Q96E22","","Childhood autism",1,1,"2021-2021"
"PAICS",1,0.45,0.45,"ENSG00000128050",10606,"P22234","Enzyme","Schizophrenias",0,1,"NA-NA"
"PHIP",2,0.45,0.5,"ENSG00000146247",55023,"Q8WWQ0; A0A8V8TPV5","Epigenetic regulator","Childhood autism; Schizophrenias",1,1,"NA-NA"
"PI4K2B",2,0.45,0.5,"ENSG00000038210",55300,"G5E9Z4; Q8TCG2","Enzyme","Schizophrenias; Childhood autism",2,0.5,"2009-2021"
"PLCL2",1,0.45,0.45,"ENSG00000154822",23228,"Q9UPR0","Enzyme","Schizophrenias",1,1,"2011-2011"
"PRKG1",1,0.45,0.45,"ENSG00000185532",5592,"Q13976","Kinase","Schizophrenias",0,1,"NA-NA"
"RPS6KA2",1,0.45,0.45,"ENSG00000071242",6196,"B7Z3B5; Q15349; X5D337","Kinase","Bipolar Disorders",1,1,"2019-2019"
"SRPK2",1,0.45,0.45,"ENSG00000135250",6733,"P78362; C9J2M4","Kinase","Bipolar Disorders",1,1,"2019-2019"
"SSBP2",1,0.45,0.45,"ENSG00000145687",23635,"P81877; A0A087X159","","Bipolar Disorders",1,1,"2019-2019"
"STARD9",1,0.45,0.45,"ENSG00000159433",57519,"Q9P2P6","","Bipolar Disorders",1,1,"2019-2019"
"STK4",1,0.45,0.45,"ENSG00000101109",6789,"Q13043; A0A087WVN8","Kinase","Bipolar Disorders",1,1,"2019-2019"
"TAF1C",1,0.45,0.45,"ENSG00000103168",9013,"Q15572; B3KUE8","","Childhood autism",1,1,"2010-2010"
"TRPV3",1,0.45,0.45,"ENSG00000167723",162514,"Q8NET8; B2KYM6","Ion channel","Schizophrenias",0,1,"NA-NA"
"VPS13B",2,0.45,0.5,"ENSG00000132549",157680,"Q7Z7G8","","Schizophrenias; Attention Deficit Disorder with Hyperactivity",2,1,"NA-NA"
"VPS35",1,0.45,0.45,"ENSG00000069329",55737,"Q96QK1","Transporter","Schizophrenias",1,1,"2011-2011"
"ZBTB10",1,0.45,0.45,"ENSG00000205189",65986,"Q9H9H3; Q96DT7","Enzyme","Attention Deficit Disorder with Hyperactivity",0,1,"NA-NA"
"ZCCHC2",1,0.45,0.45,"ENSG00000141664",54877,"Q9BRD4; Q9C0B9","","Bipolar Disorders",1,1,"2019-2019"
"ZNF592",1,0.45,0.45,"ENSG00000166716",9640,"Q92610","","Bipolar Disorders",1,1,"2019-2019"
"A1BG",1,0.4,0.4,"ENSG00000121410",1,"V9HWD8; P04217","Receptor","Schizophrenias",1,1,"2015-2015"
"ABCB4",1,0.4,0.4,"ENSG00000005471",5244,"P21439","Transporter","Schizophrenias",0,NA,"NA-NA"
"ACOT6",1,0.4,0.4,"ENSG00000205669",641372,"Q3I5F7","","Schizophrenias",1,1,"2011-2011"
"ADAMTS3",1,0.4,0.4,"ENSG00000156140",9508,"Q96AY5; O15072; B7Z2U9","Enzyme","Schizophrenias",1,1,"2011-2011"
"ADGRF4",1,0.4,0.4,"ENSG00000153294",221393,"Q8IZF3","G-protein coupled receptor","Schizophrenias",1,1,"2011-2011"
"ADGRL1-AS1",1,0.4,0.4,"ENSG00000267169",100507373,"","","Attention Deficit Disorder with Hyperactivity",1,1,"2022-2022"
"AFG2A",1,0.4,0.4,"ENSG00000145375",166378,"A0A6Q8PGU6; Q8NB90","","Schizophrenias",1,1,"2011-2011"
"ALDH1A3",1,0.4,0.4,"ENSG00000184254",220,"Q7Z3A2; H0Y2X5; P47895","Enzyme","Childhood autism",1,1,"2021-2021"
"ALDH1A3-AS1",1,0.4,0.4,"ENSG00000259583",101927751,"","","Childhood autism",1,1,"2021-2021"
"ALG1L2",1,0.4,0.4,"ENSG00000251287",644974,"C9J202","Enzyme","Childhood autism",1,1,"2021-2021"
"ANK3-DT",1,0.4,0.4,"",105378320,"","","Childhood autism",1,1,"2021-2021"
"ANXA1",1,0.4,0.4,"ENSG00000135046",301,"Q5TZZ9; P04083","","Childhood autism",1,1,"2021-2021"
"AP2M1",1,0.4,0.4,"ENSG00000161203",1173,"E9PFW3; Q96CW1; B4DNB9","Extracellular structure","Childhood autism",2,1,"2019-2021"
"ARAP1",1,0.4,0.4,"ENSG00000186635",116985,"Q96P48","","Childhood autism",1,1,"2021-2021"
"ARF3",1,0.4,0.4,"ENSG00000134287",377,"P61204","","Childhood autism",1,1,"2021-2021"
"ARSB",1,0.4,0.4,"ENSG00000113273",411,"P15848; A8K4A0","","Schizophrenias",0,NA,"NA-NA"
"ATP6V0A1",1,0.4,0.4,"ENSG00000033627",535,"Q53X12; Q93050; Q53ET5; Q5CZH6","Transporter","Childhood autism",1,1,"2021-2021"
"ATRN",1,0.4,0.4,"ENSG00000088812",8455,"B4DZ36; O75882","Enzyme modulator","Childhood autism",1,1,"2021-2021"
"ATRX",1,0.4,0.4,"ENSG00000085224",546,"P46100; B4DLW1; A4LAA3","","Schizophrenias",0,NA,"NA-NA"
"BBS9",1,0.4,0.4,"ENSG00000122507",27241,"A0A5F9ZH74; A0A090N8P4; A0A5F9ZH14; A0A5F9ZGY2; Q3SYG4; A0A090N7W2","","Schizophrenias",0,NA,"NA-NA"
"BCL11B",1,0.4,0.4,"ENSG00000127152",64919,"L8B7P7; Q9C0K0; L8B8F6; L8B567; L8B862","Transcription factor","Childhood autism",1,1,"2021-2021"
"BCORL1",1,0.4,0.4,"ENSG00000085185",63035,"Q5H9F3","","Childhood autism",1,1,"2021-2021"
"BRPF3",1,0.4,0.4,"ENSG00000096070",27154,"Q9ULD4","","Childhood autism",1,1,"2021-2021"
"BRWD1",1,0.4,0.4,"ENSG00000185658",54014,"Q9NSI6","","Childhood autism",3,1,"2012-2021"
"BTD",1,0.4,0.4,"ENSG00000169814",686,"P43251","Enzyme","Childhood autism",1,1,"2003-2003"
"C12orf57",1,0.4,0.4,"ENSG00000111678",113246,"Q99622; F5GXW5; U3KQ85","","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"CAMK2G",1,0.4,0.4,"ENSG00000148660",818,"Q13555; Q13280; A0A2Q3DQE3; B3KY86; Q5SWX3","Kinase","Childhood autism",1,1,"2021-2021"
"CAPRIN1",1,0.4,0.4,"ENSG00000135387",4076,"Q14444","Transporter","Childhood autism",1,1,"2021-2021"
"CASP4",1,0.4,0.4,"ENSG00000196954",837,"P49662","Enzyme","Schizophrenias",1,1,"2011-2011"
"CCDC137",1,0.4,0.4,"ENSG00000185298",339230,"Q6PK04","","Schizophrenias",1,1,"2011-2011"
"CCKBR",1,0.4,0.4,"ENSG00000110148",887,"P32239; E9PIC8","G-protein coupled receptor","Disorders, Obsessive-Compulsive",1,1,"1996-1996"
"CDK20",1,0.4,0.4,"ENSG00000156345",23552,"A0A0S2Z5B6; Q8IZL9; A0A0S2Z562","Kinase","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"CECR2",1,0.4,0.4,"ENSG00000099954",27443,"B7WPH3; Q9BXF3","Epigenetic regulator","Childhood autism",1,1,"2021-2021"
"CELF2",1,0.4,0.4,"ENSG00000048740",10659,"B4DIB6; B4DDE7; B4DT00; A0A0J9YX66; A0A0J9YXJ0; E9PC62; A0A1B0GU44; O95319; A0A1B0GUN8; B4DZ01","","Schizophrenias",1,1,"2011-2011"
"CENPE",1,0.4,0.4,"ENSG00000138778",1062,"Q02224","Cellular structure","Childhood autism",1,1,"2021-2021"
"CFAP65",1,0.4,0.4,"ENSG00000181378",255101,"B4DYZ8; Q49A14; B4DZ05; Q6ZU64","","Schizophrenias",1,1,"2011-2011"
"CHAF1B",1,0.4,0.4,"ENSG00000159259",8208,"Q13112","Nucleic acid binding","Attention Deficit Disorder with Hyperactivity",1,1,"2015-2015"
"CHD4",2,0.4,0.4,"ENSG00000111642",1108,"Q14839; F5GWX5","","Schizophrenias; Childhood autism",2,1,"2011-2019"
"CHN2",1,0.4,0.4,"ENSG00000106069",1124,"B3VCF4; B7Z1W9; B7Z1V0; A0A994J7L4; P52757; B3VCF9; B3VCF6; A0A2X0TVW3; B7Z215; B3VCF5","","Schizophrenias",0,NA,"NA-NA"
"CHRNA1",1,0.4,0.4,"ENSG00000138435",1134,"P02708; Q53SH4","Ion channel","Childhood autism",1,1,"2021-2021"
"CLCN2",2,0.4,0.4,"ENSG00000114859",1181,"P51788","Ion channel","Bipolar Disorders; Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"CLCN3",1,0.4,0.4,"ENSG00000109572",1182,"B3KXK0; P51790","Ion channel","Childhood autism",0,NA,"NA-NA"
"COL11A1",1,0.4,0.4,"ENSG00000060718",1301,"P12107; Q59HB5","","Childhood autism",1,1,"2021-2021"
"COL3A1",1,0.4,0.4,"ENSG00000168542",1281,"P02461","","Schizophrenias",1,1,"2011-2011"
"CPEB1-AS1",1,0.4,0.4,"ENSG00000259462",283692,"","","Childhood autism",1,1,"2021-2021"
"CRB1",1,0.4,0.4,"ENSG00000134376",23418,"B7Z826; B7Z824; F5H0L2; A0A7D6VM04; P82279; A8K118","","Schizophrenias",0,NA,"NA-NA"
"CTNNA1",1,0.4,0.4,"ENSG00000044115",1495,"A0A384MDY0; G3XAM7; P35221; B4DU00; B4DKT9","Cellular structure","Schizophrenias",0,NA,"NA-NA"
"CUL7",1,0.4,0.4,"ENSG00000044090",9820,"Q14999","","Childhood autism",1,1,"2015-2015"
"DAGLA",1,0.4,0.4,"ENSG00000134780",747,"Q9Y4D2","","Attention Deficit Disorder with Hyperactivity",1,1,"2017-2017"
"DDX46",1,0.4,0.4,"ENSG00000145833",9879,"Q7L014; A0A0C4DG89","","Childhood autism",1,1,"2021-2021"
"DEPDC7",1,0.4,0.4,"ENSG00000121690",91614,"Q96QD5","Nucleic acid binding","Childhood autism",1,1,"2021-2021"
"DNAAF5",1,0.4,0.4,"ENSG00000164818",54919,"Q86Y56; B3KPE2","","Schizophrenias",0,NA,"NA-NA"
"DPYSL3",1,0.4,0.4,"ENSG00000113657",1809,"Q8IXW6; A0A140VK07; Q14195; Q6DEN2","Enzyme","Childhood autism",1,1,"2021-2021"
"DYSF",1,0.4,0.4,"ENSG00000135636",8291,"O75923","Transporter","Schizophrenias",0,NA,"NA-NA"
"EDEM2",1,0.4,0.4,"ENSG00000088298",55741,"Q9BV94","","Schizophrenias",1,1,"2011-2011"
"EFCAB12",1,0.4,0.4,"ENSG00000172771",90288,"B3KXU6; Q6NXP0","","Childhood autism",1,1,"2021-2021"
"EIF3H",1,0.4,0.4,"ENSG00000147677",8667,"O15372; Q6IB98","Enzyme","Childhood autism",1,1,"2021-2021"
"EIF4G1",1,0.4,0.4,"ENSG00000114867",1981,"O95065; Q96I65; B4DSI9; B2RU06; Q04637; B2RU10","Nucleic acid binding","Childhood autism",1,1,"2011-2011"
"EIF5",1,0.4,0.4,"ENSG00000100664",1983,"P55010","Nucleic acid binding","Schizophrenias",1,1,"2011-2011"
"EOMES",1,0.4,0.4,"ENSG00000163508",8320,"O95936; B7Z4K0","Transcription factor","Anxiety Disorder",1,1,"2015-2015"
"EXOC3L4",1,0.4,0.4,"ENSG00000205436",91828,"Q17RC7","Transporter","Childhood autism",1,1,"2021-2021"
"EXOC6B",1,0.4,0.4,"ENSG00000144036",23233,"A0A0U1RRB6; Q9Y2D4","Transporter","Schizophrenias",0,NA,"NA-NA"
"EXT1",1,0.4,0.4,"ENSG00000182197",2131,"Q16394","Enzyme","Childhood autism",1,1,"2002-2002"
"FAM3D",1,0.4,0.4,"ENSG00000198643",131177,"Q96BQ1; A0A0A8K9B4","","Schizophrenias",1,1,"2011-2011"
"FARP2",1,0.4,0.4,"ENSG00000006607",9855,"O94887","","Childhood autism",1,1,"2009-2009"
"FARS2",1,0.4,0.4,"ENSG00000145982",10667,"O95363","Enzyme","Schizophrenias",0,NA,"NA-NA"
"FASTKD5",1,0.4,0.4,"ENSG00000215251",60493,"Q7L8L6","","Schizophrenias",1,1,"2011-2011"
"FAT1",1,0.4,0.4,"ENSG00000083857",2195,"Q14517","","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"FBXO40",1,0.4,0.4,"ENSG00000163833",51725,"Q9UH90","","Childhood autism",1,1,"2009-2009"
"FGF14",1,0.4,0.4,"ENSG00000102466",2259,"A0A9L9PX77; Q92915; A0A7U3JVZ8; A0A9L9PXK7","Signaling","Childhood autism",1,1,"2021-2021"
"FREM2",1,0.4,0.4,"ENSG00000150893",341640,"Q5SZK8","","Schizophrenias",0,NA,"NA-NA"
"FSTL5",1,0.4,0.4,"ENSG00000168843",56884,"Q8N475","Enzyme modulator","Bipolar Disorders",1,1,"2019-2019"
"FTH1",1,0.4,0.4,"ENSG00000167996",2495,"P02794","Storage","Depression",1,1,"2007-2007"
"FTL",1,0.4,0.4,"ENSG00000087086",2512,"P02792; A0A384MDR3","Storage","Depression",1,1,"2007-2007"
"GABRD",1,0.4,0.4,"ENSG00000187730",2563,"A8K496; O14764","Ion channel","Schizophrenias",1,1,"2008-2008"
"GALM",1,0.4,0.4,"ENSG00000143891",130589,"A0A384MDW6; Q96C23","Enzyme","Schizophrenias",0,NA,"NA-NA"
"GJA1",1,0.4,0.4,"ENSG00000152661",2697,"P17302; A0A654IBU3","Cell-cell junction","Childhood autism",1,1,"2008-2008"
"GLB1",1,0.4,0.4,"ENSG00000170266",2720,"B7Z6Q5; P16278","Enzyme","Schizophrenias",0,NA,"NA-NA"
"GML",1,0.4,0.4,"ENSG00000104499",2765,"Q99445","","Childhood autism",1,1,"2021-2021"
"GNB1",2,0.4,0.4,"ENSG00000078369",2782,"A0A140VJJ8; B3KVK2; P62873","Enzyme","Depression; Anxiety Disorder",2,1,"2012-2012"
"GNS",1,0.4,0.4,"ENSG00000135677",2799,"P15586; A0A024RBC5; Q7Z3X3","Enzyme","Childhood autism",1,1,"2021-2021"
"GPD1L",1,0.4,0.4,"ENSG00000152642",23171,"Q8N335","Enzyme","Schizophrenias",0,NA,"NA-NA"
"GPR153",1,0.4,0.4,"ENSG00000158292",387509,"Q6NV75; A0A0I9QQ03","G-protein coupled receptor","Schizophrenias",1,1,"2011-2011"
"GPR155",1,0.4,0.4,"ENSG00000163328",151556,"Q7Z3F1; A0A087WXK4; Q49AJ5","","Childhood autism",1,1,"2007-2007"
"GRXCR1",1,0.4,0.4,"ENSG00000215203",389207,"A8MXD5","","Schizophrenias",0,NA,"NA-NA"
"GSPT2",1,0.4,0.4,"ENSG00000189369",23708,"Q8IYD1","Enzyme","Childhood autism",1,1,"2021-2021"
"GYS2",1,0.4,0.4,"ENSG00000111713",2998,"P54840","","Schizophrenias",0,NA,"NA-NA"
"HIVEP1",1,0.4,0.4,"ENSG00000095951",3096,"P15822","","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"IL5",1,0.4,0.4,"ENSG00000113525",3567,"P05113","","Childhood autism",1,1,"2006-2006"
"INS-IGF2",1,0.4,0.4,"ENSG00000129965",723961,"F8WCM5","","Depression",1,1,"2021-2021"
"IRAK1BP1",2,0.4,0.4,"ENSG00000146243",134728,"Q5VVH5","","Childhood autism; Schizophrenias",1,1,"NA-NA"
"ITPR3",1,0.4,0.4,"ENSG00000096433",3710,"A6H8K3; Q14573; Q59ES2","Ion channel","Childhood autism",1,1,"2021-2021"
"JAM3",1,0.4,0.4,"ENSG00000166086",83700,"Q9BX67","","Schizophrenias",0,NA,"NA-NA"
"KANK1",1,0.4,0.4,"ENSG00000107104",23189,"Q14678","","Schizophrenias",0,NA,"NA-NA"
"KCNT1",1,0.4,0.4,"ENSG00000107147",57582,"A0A6Q8PGM3; Q5JUK3; A0A0R4J2E0","Ion channel","Schizophrenias",0,NA,"NA-NA"
"KCTD3",1,0.4,0.4,"ENSG00000136636",51133,"Q9Y597","","Childhood autism",1,1,"2021-2021"
"KIAA1586",1,0.4,0.4,"ENSG00000168116",57691,"Q9HCI6; B4DIC2; F5H2N6","","Schizophrenias",2,1,"2011-2018"
"KIF5A",1,0.4,0.4,"ENSG00000155980",3798,"Q12840","Cellular structure","Schizophrenias",0,NA,"NA-NA"
"KIF5B",1,0.4,0.4,"ENSG00000170759",3799,"V9HW29; Q6P164; P33176","Cellular structure","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"KMT2B",1,0.4,0.4,"ENSG00000272333",9757,"Q9UMN6","","Childhood autism",1,1,"2021-2021"
"LAMB3",1,0.4,0.4,"ENSG00000196878",3914,"Q13751; A0A0S2Z3R6","Enzyme modulator","Childhood autism",1,1,"2021-2021"
"LOC102724058",1,0.4,0.4,"ENSG00000236107",102724058,"","","Childhood autism",2,1,"2020-2021"
"LOC126862765",1,0.4,0.4,"",126862765,"","","Childhood autism",1,1,"2021-2021"
"LOC126863256",1,0.4,0.4,"",126863256,"","","Childhood autism",2,1,"2020-2021"
"LOC129992127",1,0.4,0.4,"",129992127,"","","Childhood autism",1,1,"2021-2021"
"LRBA",1,0.4,0.4,"ENSG00000198589",987,"P50851; A0A494BZW2; A0A8V8TKR0","","Schizophrenias",0,NA,"NA-NA"
"LZTR1",1,0.4,0.4,"ENSG00000099949",8216,"A0A384NL67; Q8N653","","Childhood autism",1,1,"2015-2015"
"MAGED2",1,0.4,0.4,"ENSG00000102316",10916,"Q9UNF1","Cell adhesion","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"MIR106B",1,0.4,0.4,"ENSG00000208036",406900,"","","Childhood autism",1,1,"2010-2010"
"MIR23A",1,0.4,0.4,"ENSG00000207980",407010,"","","Childhood autism",1,1,"2010-2010"
"MMP20",1,0.4,0.4,"ENSG00000137674",9313,"O60882","Enzyme","Schizophrenias",0,NA,"NA-NA"
"MRPS33",1,0.4,0.4,"ENSG00000090263",51650,"Q3KRB4; Q9Y291; A4D1T3","","Bipolar Disorders",1,1,"2019-2019"
"MSL2",1,0.4,0.4,"ENSG00000174579",55167,"Q9HCI7","","Childhood autism",2,1,"2021-2024"
"MYBBP1A",1,0.4,0.4,"ENSG00000132382",10514,"Q9BQG0","Enzyme","Childhood autism",1,1,"2021-2021"
"MYO1E",1,0.4,0.4,"ENSG00000157483",4643,"Q12965; Q4KMR3","Cellular structure","Schizophrenias",0,NA,"NA-NA"
"NAA10",1,0.4,0.4,"ENSG00000102030",8260,"P41227; B7Z9N2","Enzyme","Childhood autism",1,1,"2021-2021"
"NAA15",1,0.4,0.4,"ENSG00000164134",80155,"Q9BXJ9; B2RBE5","Enzyme","Childhood autism",1,1,"2021-2021"
"NBAS",1,0.4,0.4,"ENSG00000151779",51594,"G1UI26; A2RRP1","","Schizophrenias",0,NA,"NA-NA"
"NDUFA10",1,0.4,0.4,"ENSG00000130414",4705,"O95299; H7C2X4; A0A7I2V438","Enzyme","Schizophrenias",0,NA,"NA-NA"
"NPRL2",1,0.4,0.4,"ENSG00000114388",10641,"Q8WTW4","Enzyme","Schizophrenias",1,1,"2011-2011"
"OR4C46",1,0.4,0.4,"ENSG00000185926",119749,"A6NHA9","G-protein coupled receptor","Schizophrenias",1,1,"2011-2011"
"OTOA",1,0.4,0.4,"ENSG00000155719",146183,"Q7RTW8; Q05BM7","Extracellular structure","Schizophrenias",0,NA,"NA-NA"
"PAM",1,0.4,0.4,"ENSG00000145730",5066,"A0A804HIQ0; P19021; O43832","Enzyme","Anxiety Disorder",1,1,"2010-2010"
"PARD3B",1,0.4,0.4,"ENSG00000116117",117583,"Q8TEW8","","Schizophrenias",2,1,"2011-2018"
"PASK",1,0.4,0.4,"ENSG00000115687",23178,"Q96RG2; B7Z7R6","Kinase","Childhood autism",1,1,"2009-2009"
"PDZD4",1,0.4,0.4,"ENSG00000067840",57595,"B3KW03; Q17RL8; Q76G19; B3KVR9","","Childhood autism",1,1,"2021-2021"
"PHACTR1",1,0.4,0.4,"ENSG00000112137",221692,"B4DHU0; Q9C0D0; A0A6Q8PG87; A0A6Q8PGC2; A0A8I5QJF9; A0A6Q8PFA8","Enzyme modulator","Schizophrenias",0,NA,"NA-NA"
"PHLPP1",1,0.4,0.4,"ENSG00000081913",23239,"O60346","Epigenetic regulator","Attention Deficit Disorder with Hyperactivity",0,NA,"NA-NA"
"PIEZO2",1,0.4,0.4,"ENSG00000154864",63895,"Q9H5I5","Ion channel","Schizophrenias",0,NA,"NA-NA"
"PIGN",1,0.4,0.4,"ENSG00000197563",23556,"A0A1W2PQA9; O95427","Extracellular structure","Schizophrenias",0,NA,"NA-NA"
"PIK3CB",1,0.4,0.4,"ENSG00000051382",5291,"P42338; B4DER4","Kinase","Schizophrenias",1,1,"2011-2011"
"PITPNM1",1,0.4,0.4,"ENSG00000110697",9600,"O00562; B2R787","Transporter","Schizophrenias",1,1,"2011-2011"
"PLD5",1,0.4,0.4,"ENSG00000180287",200150,"Q8N7P1","","Childhood autism",1,1,"2010-2010"
"PLEKHO1",1,0.4,0.4,"ENSG00000023902",51177,"Q53GL0; Q5T4P9","","Bipolar Disorders",1,1,"2019-2019"
"PLXNA3",1,0.4,0.4,"ENSG00000130827",55558,"P51805","","Childhood autism",1,1,"2021-2021"
"PNPT1",1,0.4,0.4,"ENSG00000138035",87178,"Q8TCS8","Enzyme","Schizophrenias",0,NA,"NA-NA"
"POLGARF",1,0.4,0.4,"ENSG00000291307",125316803,"","","Childhood autism",1,1,"2021-2021"
"POLR3G",1,0.4,0.4,"ENSG00000113356",10622,"O15318","Enzyme","Childhood autism",1,1,"2021-2021"
"POU6F2",1,0.4,0.4,"ENSG00000106536",11281,"P78424","","Childhood autism",1,1,"2010-2010"
"PRF1",1,0.4,0.4,"ENSG00000180644",5551,"P14222","","Childhood autism",1,1,"2009-2009"
"PRLR",2,0.4,0.4,"ENSG00000113494",5618,"P16471","Signaling","Childhood autism; Schizophrenias",1,1,"NA-NA"
"PRR12",1,0.4,0.4,"ENSG00000126464",57479,"Q9ULL5","","Childhood autism",1,1,"2021-2021"
"PRTG",1,0.4,0.4,"ENSG00000166450",283659,"Q2VWP7","","Childhood autism",1,1,"2021-2021"
"PTK2",1,0.4,0.4,"ENSG00000169398",5747,"Q658W2; Q59GN8; Q59GM6; Q05397","Kinase","Childhood autism",1,1,"2021-2021"
"QARS1",1,0.4,0.4,"ENSG00000172053",5859,"B7Z840; P47897","Enzyme","Attention Deficit Disorder with Hyperactivity",1,1,"2017-2017"
"RAB11FIP5",1,0.4,0.4,"ENSG00000135631",26056,"Q9UFM0; Q9BXF6","","Childhood autism",1,1,"2008-2008"
"RFX3",1,0.4,0.4,"ENSG00000080298",5991,"P48380","Transcription factor","Attention Deficit Disorder with Hyperactivity",1,1,"2021-2021"
"RNF8",1,0.4,0.4,"ENSG00000112130",9025,"O76064","","Childhood autism",1,1,"2008-2008"
"SCG3",1,0.4,0.4,"ENSG00000104112",29106,"Q8WXD2","","Schizophrenias",0,NA,"NA-NA"
"SCNN1B",1,0.4,0.4,"ENSG00000168447",6338,"P51168; B2R812","Ion channel","Schizophrenias",0,NA,"NA-NA"
"SEMA6B",1,0.4,0.4,"ENSG00000167680",10501,"Q9H3T3","Signaling","Childhood autism",1,1,"2021-2021"
"SH3TC2",1,0.4,0.4,"ENSG00000169247",79628,"A0A514TP98; Q8TF17","","Schizophrenias",0,NA,"NA-NA"
"SLC26A7",1,0.4,0.4,"ENSG00000147606",115111,"Q8TE54; A0A087WZI7","Transporter","Schizophrenias",1,1,"2011-2011"
"SLC26A8",1,0.4,0.4,"ENSG00000112053",116369,"Q96RN1","Transporter","Schizophrenias",1,1,"2011-2011"
"SLC2A9",2,0.4,0.4,"ENSG00000109667",56606,"Q9NRM0","Transporter","Schizophrenias; Attention Deficit Disorder with Hyperactivity",4,1,"NA-NA"
"SLC35A2",1,0.4,0.4,"ENSG00000102100",7355,"P78381; B4DE15; A6NFI1; A6NKM8","Transporter","Childhood autism",1,1,"2021-2021"
"SMOC2",1,0.4,0.4,"ENSG00000112562",64094,"Q9H3U7","Calcium-binding protein","Schizophrenias",0,NA,"NA-NA"
"SNHG14",1,0.4,0.4,"",104472715,"","","Childhood autism",1,1,"2021-2021"
"SPEF2",1,0.4,0.4,"ENSG00000152582",79925,"A0A140VKD0; Q9C093","","Schizophrenias",0,NA,"NA-NA"
"SPTBN5",1,0.4,0.4,"ENSG00000137877",51332,"Q9NRC6","","Childhood autism",1,1,"2021-2021"
"SRD5A3",1,0.4,0.4,"ENSG00000128039",79644,"Q9H8P0","","Childhood autism",2,1,"2020-2021"
"STATH",1,0.4,0.4,"ENSG00000126549",6779,"P02808","","Childhood autism",1,1,"2008-2008"
"TAFA2",1,0.4,0.4,"ENSG00000198673",338811,"Q8N3H0","","Anxiety Disorder",1,1,"2018-2018"
"TANC2",1,0.4,0.4,"ENSG00000170921",26115,"Q9HCD6","","Schizophrenias",1,1,"2019-2019"
"TBC1D9",1,0.4,0.4,"ENSG00000109436",23158,"Q6ZT07","Enzyme","Attention Deficit Disorder with Hyperactivity",1,1,"2017-2017"
"TCN2",1,0.4,0.4,"ENSG00000185339",6948,"P20062","","Childhood autism",1,1,"2006-2006"
"TEKT5",1,0.4,0.4,"ENSG00000153060",146279,"Q96M29","Cellular structure","Schizophrenias",1,1,"2011-2011"
