"gene_symbol","geneid","ensemblid","geneNcbiType","uniprotids","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","score","yearInitial","yearFinal","numPMIDs","evidence_index"
"SNCB",6620,"ENSG00000074317","protein-coding","Q16143; G4Y815; G4Y816","Transporter","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"BRCA1",672,"ENSG00000012048","protein-coding","A0A9Y1QQK3; P38398","Enzyme","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"SNORD103C",692200,"","snoRNA","","","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"THBS1",7057,"ENSG00000137801","protein-coding","P07996","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"ADAMTS12",81792,"ENSG00000151388","protein-coding","P58397; D6REX0","Enzyme","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"YWHAZP5",86123,"","pseudo","","","Schizophrenias","disease","C0036341",0.5,2015,2015,1,1
"TMSB10",9168,"ENSG00000034510","protein-coding","P63313","","Schizophrenias","disease","C0036341",0.5,2012,2012,1,1
"NUMBL",9253,"ENSG00000105245","protein-coding","Q9Y6R0; B7Z5W0; A0A0C4DGH3; A8K033","Signaling","Schizophrenias","disease","C0036341",0.5,2006,2006,1,1
"MIR328",442901,"ENSG00000207948","ncRNA","","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"PML",5371,"ENSG00000140464","protein-coding","P29590","","Schizophrenias","disease","C0036341",0.5,2011,2011,1,1
"ARID1B",57492,"ENSG00000049618","protein-coding","Q8NFD5","","Schizophrenias","disease","C0036341",0.5,NA,NA,0,1
"S100A9",6280,"ENSG00000163220","protein-coding","P06702","Calcium-binding protein","Schizophrenias","disease","C0036341",0.5,2005,2005,1,1
"FRA7G",2414,"","other","","","Schizophrenias","disease","C0036341",0.5,2000,2000,1,1
"GFRA3",2676,"ENSG00000146013","protein-coding","O60609","","Schizophrenias","disease","C0036341",0.5,2010,2010,1,1
"CNPPD1",27013,"ENSG00000115649","protein-coding","Q9BV87","","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"GPR78",27201,"ENSG00000155269","protein-coding","B2R7M4; Q96P69","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.5,2006,2006,1,1
"GRB10",2887,"ENSG00000106070","protein-coding","Q13322","Receptor","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"H1-5",3009,"ENSG00000184357","protein-coding","P16401","Nucleic acid binding","Schizophrenias","disease","C0036341",0.5,2014,2014,1,1
"HAGH",3029,"ENSG00000063854","protein-coding","Q16775","","Schizophrenias","disease","C0036341",0.5,2015,2015,1,0
"KIF2A",3796,"ENSG00000068796","protein-coding","B0AZS5; O00139; A0A6Q8PFA6","Cellular structure","Schizophrenias","disease","C0036341",0.5,2006,2006,1,1
"IGF2BP2",10644,"ENSG00000073792","protein-coding","Q9Y6M1; B4DKT5; B3FTN5; F8W930","Enzyme","Schizophrenias","disease","C0036341",0.5,2013,2013,1,1
"VPS13B",157680,"ENSG00000132549","protein-coding","Q7Z7G8","","Schizophrenias","disease","C0036341",0.5,2011,2018,2,1
"HTR1F",3355,"ENSG00000179097","protein-coding","P30939","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.5,2004,2004,1,1
"IL1RN",3557,"ENSG00000136689","protein-coding","P18510","","Childhood autism","disease","C0004352",0.5,2002,2002,1,1
"KDM4C",23081,"ENSG00000107077; ENSG00000293552","protein-coding","Q9H3R0; B0QZ60","","Childhood autism","disease","C0004352",0.45,NA,NA,0,1
"ASTN2",23245,"ENSG00000148219","protein-coding","B7ZKP4; X6R5P2; B3KN99; O75129; B7ZKP5","","Childhood autism","disease","C0004352",0.45,2009,2021,4,1
"FZR1",51343,"ENSG00000105325","protein-coding","Q9UM11","Enzyme modulator","Childhood autism","disease","C0004352",0.45,2021,2021,1,1
"CD47",961,"ENSG00000196776","protein-coding","Q08722; A0A0A1TSG4","","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"LPP",4026,"ENSG00000145012","protein-coding","Q93052; B7Z8W0; B7ZLW0","Enzyme modulator","Schizophrenias","disease","C0036341",0.45,2011,2018,2,1
"TAF1C",9013,"ENSG00000103168","protein-coding","Q15572; B3KUE8","","Childhood autism","disease","C0004352",0.45,2010,2010,1,1
"RIMS1",22999,"ENSG00000079841","protein-coding","Q3ZCW0; B7Z7W2; B7Z9Z3; Q86UR5","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"HRAS",3265,"ENSG00000174775","protein-coding","X5D945; P01112","Enzyme modulator","Disorders, Obsessive-Compulsive","disease","C0028768",0.45,NA,NA,0,1
"FERRY3",57102,"ENSG00000047621","protein-coding","Q9NQ89","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.45,2015,2015,1,1
"ZBTB10",65986,"ENSG00000205189","protein-coding","Q9H9H3; Q96DT7","Enzyme","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.45,NA,NA,0,1
"VPS35",55737,"ENSG00000069329","protein-coding","Q96QK1","Transporter","Schizophrenias","disease","C0036341",0.45,2011,2011,1,1
"PRKG1",5592,"ENSG00000185532","protein-coding","Q13976","Kinase","Schizophrenias","disease","C0036341",0.45,NA,NA,0,1
"STARD9",57519,"ENSG00000159433","protein-coding","Q9P2P6","","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"RPS6KA2",6196,"ENSG00000071242","protein-coding","B7Z3B5; Q15349; X5D337","Kinase","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"STK4",6789,"ENSG00000101109","protein-coding","Q13043; A0A087WVN8","Kinase","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"ZNF592",9640,"ENSG00000166716","protein-coding","Q92610","","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"AP3B2",8120,"ENSG00000103723","protein-coding","Q13367; F5GYB0","Transporter","Childhood autism","disease","C0004352",0.45,2021,2021,1,1
"GATA2",2624,"ENSG00000179348","protein-coding","P23769","","Depression","disease","C0011570",0.45,NA,NA,0,1
"CSMD2",114784,"ENSG00000121904","protein-coding","Q7Z408","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.45,2017,2017,1,1
"PLCL2",23228,"ENSG00000154822","protein-coding","Q9UPR0","Enzyme","Schizophrenias","disease","C0036341",0.45,2011,2011,1,1
"PAICS",10606,"ENSG00000128050","protein-coding","P22234","Enzyme","Schizophrenias","disease","C0036341",0.45,NA,NA,0,1
"NUS1",116150,"ENSG00000153989","protein-coding","Q96E22","","Childhood autism","disease","C0004352",0.45,2021,2021,1,1
"GABRR2",2570,"ENSG00000111886","protein-coding","P28476; B4DER2","Ion channel","Childhood autism","disease","C0004352",0.45,NA,NA,0,1
"KAT6B",23522,"ENSG00000156650","protein-coding","B2RWN8; Q8WYB5","Enzyme","Bipolar Disorders","disease","C0005586",0.45,NA,NA,0,1
"ZCCHC2",54877,"ENSG00000141664","protein-coding","Q9BRD4; Q9C0B9","","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"FNTB",2342,"ENSG00000257365","protein-coding","P49356; A0A384MEJ5","Enzyme","Anxiety Disorder","disease","C0003469",0.45,NA,NA,0,1
"GABRA5",2558,"ENSG00000186297","protein-coding","P31644","Ion channel","Depression","disease","C0011570",0.45,NA,NA,0,1
"NFIB",4781,"ENSG00000147862","protein-coding","A0A0A0MRX8; Q5VW28; O00712","Nucleic acid binding","Schizophrenias","disease","C0036341",0.45,NA,NA,0,1
"KLF12",11278,"ENSG00000118922","protein-coding","Q8WWI3; Q9Y4X4","Nucleic acid binding","Schizophrenias","disease","C0036341",0.45,2011,2011,1,1
"MINK1",50488,"ENSG00000141503","protein-coding","Q8N4C8","Kinase","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.45,NA,NA,0,1
"TCF20",6942,"ENSG00000100207","protein-coding","W5ZR30; Q9UGU0","Transcription factor","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.45,NA,NA,0,1
"SRPK2",6733,"ENSG00000135250","protein-coding","P78362; C9J2M4","Kinase","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"HDAC5",10014,"ENSG00000108840","protein-coding","Q9UQL6","Epigenetic regulator","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"ADD3",120,"ENSG00000148700","protein-coding","Q53FL4; Q9UEY8; Q5VU08; Q59EK1","Cellular structure","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"SSBP2",23635,"ENSG00000145687","protein-coding","P81877; A0A087X159","","Bipolar Disorders","disease","C0005586",0.45,2019,2019,1,1
"KMT2A",4297,"ENSG00000118058","protein-coding","Q03164; E9PR05","","Childhood autism","disease","C0004352",0.45,2012,2021,2,1
"CACNA1A",773,"ENSG00000141837","protein-coding","Q9NS89; B5TYJ1; O00555; A0A087WW63","Ion channel","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.45,NA,NA,0,NA
"KIF5C",3800,"ENSG00000168280","protein-coding","O60282; Q59GB8","Cellular structure","Schizophrenias","disease","C0036341",0.45,NA,NA,0,1
"TRPV3",162514,"ENSG00000167723","protein-coding","Q8NET8; B2KYM6","Ion channel","Schizophrenias","disease","C0036341",0.45,NA,NA,0,1
"ATN1",1822,"ENSG00000111676","protein-coding","Q86V38; P54259","","Schizophrenias","disease","C0036341",0.45,NA,NA,0,1
"NPY1R",4886,"ENSG00000164128","protein-coding","P25929","G-protein coupled receptor","Depression","disease","C0011570",0.45,1998,1998,1,1
"WDFY3-AS1",100874023,"ENSG00000251260","ncRNA","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"CENPE",1062,"ENSG00000138778","protein-coding","Q02224","Cellular structure","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"PTPRT",11122,"ENSG00000196090","protein-coding","A0A075B6H0; O14522","Enzyme","Childhood autism","disease","C0004352",0.4,2011,2021,3,1
"CHRNB2",1141,"ENSG00000160716","protein-coding","Q5SXY3; P17787","Ion channel","Childhood autism","disease","C0004352",0.4,2004,2004,1,1
"LOC126863256",126863256,"","biological-region","","","Childhood autism","disease","C0004352",0.4,2020,2021,2,1
"PASK",23178,"ENSG00000115687","protein-coding","Q96RG2; B7Z7R6","Kinase","Childhood autism","disease","C0004352",0.4,2009,2009,1,1
"CNTN6",27255,"ENSG00000134115","protein-coding","B4DGV0; Q9UQ52","Receptor","Childhood autism","disease","C0004352",0.4,2011,2021,3,1
"GML",2765,"ENSG00000104499","protein-coding","Q99445","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"GNS",2799,"ENSG00000135677","protein-coding","P15586; A0A024RBC5; Q7Z3X3","Enzyme","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"MIF",4282,"ENSG00000240972","protein-coding","P14174; I4AY87","","Childhood autism","disease","C0004352",0.4,2008,2008,1,1
"TMEM214",54867,"ENSG00000119777","protein-coding","Q6NUQ4","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"ZNF532",55205,"ENSG00000074657","protein-coding","Q9HCE3; B3KXW2","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"BCL11B",64919,"ENSG00000127152","protein-coding","L8B7P7; Q9C0K0; L8B8F6; L8B567; L8B862","Transcription factor","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"TCN2",6948,"ENSG00000185339","protein-coding","P20062","","Childhood autism","disease","C0004352",0.4,2006,2006,1,1
"XDH",7498,"ENSG00000158125","protein-coding","P47989","Enzyme","Childhood autism","disease","C0004352",0.4,2004,2004,1,1
"NAA15",80155,"ENSG00000164134","protein-coding","Q9BXJ9; B2RBE5","Enzyme","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"DEPDC7",91614,"ENSG00000121690","protein-coding","Q96QD5","Nucleic acid binding","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"DDX46",9879,"ENSG00000145833","protein-coding","Q7L014; A0A0C4DG89","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"TAFA2",338811,"ENSG00000198673","protein-coding","Q8N3H0","","Anxiety Disorder","disease","C0003469",0.4,2018,2018,1,1
"TRAK1",22906,"ENSG00000182606","protein-coding","Q9UPV9; B7ZAE5; A0A087X0N0; B7Z218","Transporter","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"TANC2",26115,"ENSG00000170921","protein-coding","Q9HCD6","","Schizophrenias","disease","C0036341",0.4,2019,2019,1,1
"CBLIF",2694,"ENSG00000134812","protein-coding","P27352","","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"SCG3",29106,"ENSG00000104112","protein-coding","Q8WXD2","","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"FREM2",341640,"ENSG00000150893","protein-coding","Q5SZK8","","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"KIF5A",3798,"ENSG00000155980","protein-coding","Q12840","Cellular structure","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"SMOC2",64094,"ENSG00000112562","protein-coding","Q9H3U7","Calcium-binding protein","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"WARS1",7453,"ENSG00000140105","protein-coding","A0A024R6K8; P23381","Enzyme","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"SH3TC2",79628,"ENSG00000169247","protein-coding","A0A514TP98; Q8TF17","","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"PNPT1",87178,"ENSG00000138035","protein-coding","Q8TCS8","Enzyme","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"MC4R",4160,"ENSG00000166603","protein-coding","P32245","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"ATRX",546,"ENSG00000085224","protein-coding","P46100; B4DLW1; A4LAA3","","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"EDEM2",55741,"ENSG00000088298","protein-coding","Q9BV94","","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"KIAA1586",57691,"ENSG00000168116","protein-coding","Q9HCI6; B4DIC2; F5H2N6","","Schizophrenias","disease","C0036341",0.4,2011,2018,2,1
"CELF2",10659,"ENSG00000048740","protein-coding","B4DIB6; B4DDE7; B4DT00; A0A0J9YX66; A0A0J9YXJ0; E9PC62; A0A1B0GU44; O95319; A0A1B0GUN8; B4DZ01","","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"ND1",4535,"","protein-coding","U5Z754; P03886","Enzyme","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"UPF1",5976,"ENSG00000005007","protein-coding","B3KY55; A0A024R7L5; Q92900","Enzyme","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"SP4",6671,"ENSG00000105866","protein-coding","Q32M51; Q02446; A0A3B3IRW4","Nucleic acid binding","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"TLN1",7094,"ENSG00000137076","protein-coding","Q9Y490","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"MAGED2",10916,"ENSG00000102316","protein-coding","Q9UNF1","Cell adhesion","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"C12orf57",113246,"ENSG00000111678","protein-coding","Q99622; F5GXW5; U3KQ85","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"VPS13B",157680,"ENSG00000132549","protein-coding","Q7Z7G8","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"MARK2",2011,"ENSG00000072518","protein-coding","A0A140VJP1; A8K2S4; Q7KZI7","Kinase","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"BRWD1",54014,"ENSG00000185658","protein-coding","Q9NSI6","","Childhood autism","disease","C0004352",0.4,2012,2021,3,1
"PI4K2B",55300,"ENSG00000038210","protein-coding","G5E9Z4; Q8TCG2","Enzyme","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"PLXNA3",55558,"ENSG00000130827","protein-coding","P51805","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"WDFY4",57705,"ENSG00000128815","protein-coding","Q6ZS81; A0A1W7HCV9","","Childhood autism","disease","C0004352",0.4,2019,2019,1,1
"BCORL1",63035,"ENSG00000085185","protein-coding","Q5H9F3","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"ALG1L2",644974,"ENSG00000251287","protein-coding","C9J202","Enzyme","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"BTD",686,"ENSG00000169814","protein-coding","P43251","Enzyme","Childhood autism","disease","C0004352",0.4,2003,2003,1,1
"SRD5A3",79644,"ENSG00000128039","protein-coding","Q9H8P0","","Childhood autism","disease","C0004352",0.4,2020,2021,2,1
"CAMK2G",818,"ENSG00000148660","protein-coding","Q13555; Q13280; A0A2Q3DQE3; B3KY86; Q5SWX3","Kinase","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"EXOC3L4",91828,"ENSG00000205436","protein-coding","Q17RC7","Transporter","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"KMT2B",9757,"ENSG00000272333","protein-coding","Q9UMN6","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"CUL7",9820,"ENSG00000044090","protein-coding","Q14999","","Childhood autism","disease","C0004352",0.4,2015,2015,1,1
"TRANK1",9881,"ENSG00000168016","protein-coding","A0A2R8YEM9; O15050","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"ALDH1A3-AS1",101927751,"ENSG00000259583","ncRNA","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"LOC102724058",102724058,"ENSG00000236107","ncRNA","","","Childhood autism","disease","C0004352",0.4,2020,2021,2,1
"SNHG14",104472715,"","ncRNA","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"SEMA6B",10501,"ENSG00000167680","protein-coding","Q9H3T3","Signaling","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"ANK3-DT",105378320,"","ncRNA","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"POU6F2",11281,"ENSG00000106536","protein-coding","P78424","","Childhood autism","disease","C0004352",0.4,2010,2010,1,1
"CLCN3",1182,"ENSG00000109572","protein-coding","B3KXK0; P51790","Ion channel","Childhood autism","disease","C0004352",0.4,NA,NA,0,NA
"POLGARF",125316803,"ENSG00000291307","protein-coding","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"LOC126862765",126862765,"","biological-region","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"DPYSL3",1809,"ENSG00000113657","protein-coding","Q8IXW6; A0A140VK07; Q14195; Q6DEN2","Enzyme","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"BRPF3",27154,"ENSG00000096070","protein-coding","Q9ULD4","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"PRTG",283659,"ENSG00000166450","protein-coding","Q2VWP7","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"CPEB1-AS1",283692,"ENSG00000259462","ncRNA","","","Childhood autism","disease","C0004352",0.4,2021,2021,1,1
"INPP1",3628,"ENSG00000151689","protein-coding","P49441; Q6IBG4","Enzyme","Childhood autism","disease","C0004352",0.4,2003,2003,1,1
"CLCN2",1181,"ENSG00000114859","protein-coding","P51788","Ion channel","Bipolar Disorders","disease","C0005586",0.4,NA,NA,0,NA
"MAGI2",9863,"ENSG00000187391","protein-coding","B7Z4H4; Q86UL8","","Anxiety Disorder","disease","C0003469",0.4,2015,2015,1,1
"EOMES",8320,"ENSG00000163508","protein-coding","O95936; B7Z4K0","Transcription factor","Anxiety Disorder","disease","C0003469",0.4,2015,2015,1,1
"GSK3A",2931,"ENSG00000105723","protein-coding","P49840","Kinase","Depression","disease","C0011570",0.4,2010,2010,1,1
"VAV1",7409,"ENSG00000141968","protein-coding","Q96D37; B2R8B5; P15498; A0A0A0MR07","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"HIVEP1",3096,"ENSG00000095951","protein-coding","P15822","","Attention Deficit Disorder with Hyperactivity","disease","C1263846",0.4,NA,NA,0,NA
"CHD4",1108,"ENSG00000111642","protein-coding","Q14839; F5GWX5","","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"SLC26A7",115111,"ENSG00000147606","protein-coding","Q8TE54; A0A087WZI7","Transporter","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"SLC26A8",116369,"ENSG00000112053","protein-coding","Q96RN1","Transporter","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"OR4C46",119749,"ENSG00000185926","protein-coding","A6NHA9","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"COL3A1",1281,"ENSG00000168542","protein-coding","P02461","","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
"GALM",130589,"ENSG00000143891","protein-coding","A0A384MDW6; Q96C23","Enzyme","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"CTNNA1",1495,"ENSG00000044115","protein-coding","A0A384MDY0; G3XAM7; P35221; B4DU00; B4DKT9","Cellular structure","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"GLB1",2720,"ENSG00000170266","protein-coding","B7Z6Q5; P16278","Enzyme","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"ABCB4",5244,"ENSG00000005471","protein-coding","P21439","Transporter","Schizophrenias","disease","C0036341",0.4,NA,NA,0,NA
"UGT1A3",54659,"ENSG00000288702","protein-coding","Q5DT01; P35503","","Schizophrenias","disease","C0036341",0.4,2011,2011,1,1
